,pmid,pm_link,date_pub,journal,abstract,title,mesh,concept_id_1,concept_me,study_design,data_type,domain_id,category_name,n_participants,geography
10,25557261,https://pubmed.ncbi.nlm.nih.gov/25557261,['2015 Mar'],['Expert opinion on drug safety'],"[""OBJECTIVE: This retrospective alysis assessed the capability of active and passive  safety surveillance systems to track product-specific safety events in the USA for  branded and generic enoxaparin, a complex injectable subject to immune-related and  other adverse events (AEs). METHODS: Alysis of heparin-induced thrombocytopenia  (HIT) incidence was performed on benefit claims for commercial and Medicare  supplemental-insured individuals newly treated with enoxaparin under pharmacy  benefit (1 January 2009 - 30 June 2012). Additiolly, spontaneous reports from the  FDA AE Reporting System were reviewed to identify incidence and attribution of  enoxaparin-related reports to specific manufacturers. RESULTS: Specific, dispensed  products were identifiable from tiol Drug Codes only in pharmacy-benefit  databases, permitting sensitive comparison of HIT incidence in nearly a third of  patients treated with brand or generic enoxaparin. After origitor medicine's loss  of exclusivity, only 5% of spontaneous reports were processed by generic  manufacturers; reports attributable to specific generics were approximately ninefold  lower than expected based on market share. CONCLUSIONS: Claims data were useful for  active surveillance of enoxaparin generics dispensed under pharmacy benefits but not  for products administered under medical benefits. These findings suggest that the  current spontaneous reporting system will not distinguish product-specific safety  sigls for products distributed by multiple manufacturers, including biosimilars.FAU - Grampp, GustavoAU - Grampp GAD - Amgen, Inc. , 4000 Nelson Rd, Longmont, CO 80503 , USA +1 303 401 2587 ; +1 303 401  4404 ; ginog@amgen.com.FAU - Bofede, MachaoU - Bofede MFAU - Felix, ThomasAU - Felix TFAU - Li, EdwardAU - Li EFAU - Malecki, MichaelAU - Malecki M""]",['Active and passive surveillance of enoxaparin generics: a case study relevant to  biosimilars'],enoxaparin,1301025,enoxaparin,retrospective,claims,Drug,BLOOD AND BLOOD FORMING ORGANS,,
11,25557770,https://pubmed.ncbi.nlm.nih.gov/25557770,['2015 Mar 1'],['American jourl of infection control'],"['BACKGROUND: Burkholderia cepacia complex (Bcc) is well-known for intrinsic  resistance to certain antiseptics. We experienced a sudden rise in Bcc bloodstream  infections in a 786-bed hospital. An investigation was conducted to identify the  source and to intervene in the ongoing infections. METHODS: The cases were defined  as patients with positive blood cultures for Bcc from October 10, 2013-December 16,  2013. We reviewed medical records, interviewed health care workers, and audited the  clinical laboratory. A microbiologic culture for a suspected antiseptic was  performed, and interventions were instituted. RESULTS: During the outbreak period,  Bcc were isolated from 46 blood cultures from 40 patients. The temporal and spatial  distributions did not reveal common factors. The clinical features of the case  patients suggested pseudobacteremia. A 0.5% chlorhexidine solution product was found  to be contamited with Bcc and had been misused as a skin antiseptic during blood  culture. After withdrawal of the product and staff education, the outbreak was  termited. CONCLUSION: The pseudobacteremia was caused by contamited 0.5%  chlorhexidine from a single company. This contamition was permitted by multiple  breaches of infection control principles that could have caused significant  outbreaks of true infections. Regulatory actions at the government level are needed  to ensure the sterility of antiseptics.']",['An outbreak of Burkholderia cepacia complex pseudobacteremia associated with  intrinsically contamited commercial 0.5% chlorhexidine solution'],bacteremia,132736,bacteremia,case-control,EMR/EHR,Condition,Other Condition,,
12,25557770,https://pubmed.ncbi.nlm.nih.gov/25557770,['2015 Mar 1'],['American jourl of infection control'],"['BACKGROUND: Burkholderia cepacia complex (Bcc) is well-known for intrinsic  resistance to certain antiseptics. We experienced a sudden rise in Bcc bloodstream  infections in a 786-bed hospital. An investigation was conducted to identify the  source and to intervene in the ongoing infections. METHODS: The cases were defined  as patients with positive blood cultures for Bcc from October 10, 2013-December 16,  2013. We reviewed medical records, interviewed health care workers, and audited the  clinical laboratory. A microbiologic culture for a suspected antiseptic was  performed, and interventions were instituted. RESULTS: During the outbreak period,  Bcc were isolated from 46 blood cultures from 40 patients. The temporal and spatial  distributions did not reveal common factors. The clinical features of the case  patients suggested pseudobacteremia. A 0.5% chlorhexidine solution product was found  to be contamited with Bcc and had been misused as a skin antiseptic during blood  culture. After withdrawal of the product and staff education, the outbreak was  termited. CONCLUSION: The pseudobacteremia was caused by contamited 0.5%  chlorhexidine from a single company. This contamition was permitted by multiple  breaches of infection control principles that could have caused significant  outbreaks of true infections. Regulatory actions at the government level are needed  to ensure the sterility of antiseptics.']",['An outbreak of Burkholderia cepacia complex pseudobacteremia associated with  intrinsically contamited commercial 0.5% chlorhexidine solution'],chlorhexidine,1790812,chlorhexidine,case-control,EMR/EHR,Drug,ALIMENTARY TRACT AND METABOLISM,,
13,25557770,https://pubmed.ncbi.nlm.nih.gov/25557770,['2015 Mar 1'],['American jourl of infection control'],"['BACKGROUND: Burkholderia cepacia complex (Bcc) is well-known for intrinsic  resistance to certain antiseptics. We experienced a sudden rise in Bcc bloodstream  infections in a 786-bed hospital. An investigation was conducted to identify the  source and to intervene in the ongoing infections. METHODS: The cases were defined  as patients with positive blood cultures for Bcc from October 10, 2013-December 16,  2013. We reviewed medical records, interviewed health care workers, and audited the  clinical laboratory. A microbiologic culture for a suspected antiseptic was  performed, and interventions were instituted. RESULTS: During the outbreak period,  Bcc were isolated from 46 blood cultures from 40 patients. The temporal and spatial  distributions did not reveal common factors. The clinical features of the case  patients suggested pseudobacteremia. A 0.5% chlorhexidine solution product was found  to be contamited with Bcc and had been misused as a skin antiseptic during blood  culture. After withdrawal of the product and staff education, the outbreak was  termited. CONCLUSION: The pseudobacteremia was caused by contamited 0.5%  chlorhexidine from a single company. This contamition was permitted by multiple  breaches of infection control principles that could have caused significant  outbreaks of true infections. Regulatory actions at the government level are needed  to ensure the sterility of antiseptics.']",['An outbreak of Burkholderia cepacia complex pseudobacteremia associated with  intrinsically contamited commercial 0.5% chlorhexidine solution'],burkholderia infections,36715943,burkholderia infections,case-control,EMR/EHR,Condition,Infection,,
14,25557972,https://pubmed.ncbi.nlm.nih.gov/25557972,['2015 Mar'],['American jourl of surgery'],"['BACKGROUND: In Stage III/IV head and neck squamous cell carcinoma of the head and  neck, multidiscipliry treatment is not standardized. This study evaluated  preoperative simultaneous radiation therapy and Cisplatin 20 mg/M(2)/4 days during  weeks 1, 4, and 7 of irradiation (CTRT). METHODS: Records of 143 CTRT and 48  patients treated with other surgery/radiation/chemotherapy regimens (CONTROL) were  reviewed. Chi-square, alysis of variance, and Kaplan-Meier statistical alysis  were performed. RESULTS: CTRT improved outcomes in Grade 2 to 5 toxicity (76%  CONTROL vs 45% CTRT, P < .0001), complete clinical response (68% CTRT vs 36%  CONTROL, P < .003), histologic complete response (67% in CTRT vs 28% in CONTROL, P =  .0002), recurrence (33% in CTRT vs 66% in CONTROL, P = .0007), and distant  metastases (2% CTRT vs 37% CONTROL, P = .0003); Kaplan-Meier disease-free survival  was 65% CTRT versus 34% CONTROL. CONCLUSIONS: CTRT increases complete clinical  response, histologic complete response, organ preservation, and survival, with lower  recurrence and reduced toxicity and rare recurrence. CTRT may be the first treatment  for Stage III/IV head and neck squamous cell carcinoma of the head and neck.']",['Preoperative simultaneous fractioted cisplatin and radiation therapy in the  treatment of advanced operable stage III and IV squamous cell carcinoma of the head  and neck'],cisplatin,1397599,cisplatin,case-control,EMR/EHR,Drug,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,,
15,25557972,https://pubmed.ncbi.nlm.nih.gov/25557972,['2015 Mar'],['American jourl of surgery'],"['BACKGROUND: In Stage III/IV head and neck squamous cell carcinoma of the head and  neck, multidiscipliry treatment is not standardized. This study evaluated  preoperative simultaneous radiation therapy and Cisplatin 20 mg/M(2)/4 days during  weeks 1, 4, and 7 of irradiation (CTRT). METHODS: Records of 143 CTRT and 48  patients treated with other surgery/radiation/chemotherapy regimens (CONTROL) were  reviewed. Chi-square, alysis of variance, and Kaplan-Meier statistical alysis  were performed. RESULTS: CTRT improved outcomes in Grade 2 to 5 toxicity (76%  CONTROL vs 45% CTRT, P < .0001), complete clinical response (68% CTRT vs 36%  CONTROL, P < .003), histologic complete response (67% in CTRT vs 28% in CONTROL, P =  .0002), recurrence (33% in CTRT vs 66% in CONTROL, P = .0007), and distant  metastases (2% CTRT vs 37% CONTROL, P = .0003); Kaplan-Meier disease-free survival  was 65% CTRT versus 34% CONTROL. CONCLUSIONS: CTRT increases complete clinical  response, histologic complete response, organ preservation, and survival, with lower  recurrence and reduced toxicity and rare recurrence. CTRT may be the first treatment  for Stage III/IV head and neck squamous cell carcinoma of the head and neck.']",['Preoperative simultaneous fractioted cisplatin and radiation therapy in the  treatment of advanced operable stage III and IV squamous cell carcinoma of the head  and neck'],carcinoma,36716620,carcinoma,case-control,EMR/EHR,Condition,Neoplasm,,
16,25557972,https://pubmed.ncbi.nlm.nih.gov/25557972,['2015 Mar'],['American jourl of surgery'],"['BACKGROUND: In Stage III/IV head and neck squamous cell carcinoma of the head and  neck, multidiscipliry treatment is not standardized. This study evaluated  preoperative simultaneous radiation therapy and Cisplatin 20 mg/M(2)/4 days during  weeks 1, 4, and 7 of irradiation (CTRT). METHODS: Records of 143 CTRT and 48  patients treated with other surgery/radiation/chemotherapy regimens (CONTROL) were  reviewed. Chi-square, alysis of variance, and Kaplan-Meier statistical alysis  were performed. RESULTS: CTRT improved outcomes in Grade 2 to 5 toxicity (76%  CONTROL vs 45% CTRT, P < .0001), complete clinical response (68% CTRT vs 36%  CONTROL, P < .003), histologic complete response (67% in CTRT vs 28% in CONTROL, P =  .0002), recurrence (33% in CTRT vs 66% in CONTROL, P = .0007), and distant  metastases (2% CTRT vs 37% CONTROL, P = .0003); Kaplan-Meier disease-free survival  was 65% CTRT versus 34% CONTROL. CONCLUSIONS: CTRT increases complete clinical  response, histologic complete response, organ preservation, and survival, with lower  recurrence and reduced toxicity and rare recurrence. CTRT may be the first treatment  for Stage III/IV head and neck squamous cell carcinoma of the head and neck.']",['Preoperative simultaneous fractioted cisplatin and radiation therapy in the  treatment of advanced operable stage III and IV squamous cell carcinoma of the head  and neck'],chemoradiotherapy,4061299,chemoradiotherapy,case-control,EMR/EHR,Drug,Other Drug,,
17,25557972,https://pubmed.ncbi.nlm.nih.gov/25557972,['2015 Mar'],['American jourl of surgery'],"['BACKGROUND: In Stage III/IV head and neck squamous cell carcinoma of the head and  neck, multidiscipliry treatment is not standardized. This study evaluated  preoperative simultaneous radiation therapy and Cisplatin 20 mg/M(2)/4 days during  weeks 1, 4, and 7 of irradiation (CTRT). METHODS: Records of 143 CTRT and 48  patients treated with other surgery/radiation/chemotherapy regimens (CONTROL) were  reviewed. Chi-square, alysis of variance, and Kaplan-Meier statistical alysis  were performed. RESULTS: CTRT improved outcomes in Grade 2 to 5 toxicity (76%  CONTROL vs 45% CTRT, P < .0001), complete clinical response (68% CTRT vs 36%  CONTROL, P < .003), histologic complete response (67% in CTRT vs 28% in CONTROL, P =  .0002), recurrence (33% in CTRT vs 66% in CONTROL, P = .0007), and distant  metastases (2% CTRT vs 37% CONTROL, P = .0003); Kaplan-Meier disease-free survival  was 65% CTRT versus 34% CONTROL. CONCLUSIONS: CTRT increases complete clinical  response, histologic complete response, organ preservation, and survival, with lower  recurrence and reduced toxicity and rare recurrence. CTRT may be the first treatment  for Stage III/IV head and neck squamous cell carcinoma of the head and neck.']",['Preoperative simultaneous fractioted cisplatin and radiation therapy in the  treatment of advanced operable stage III and IV squamous cell carcinoma of the head  and neck'],head and neck neoplasms,4111017,head and neck neoplasms,case-control,EMR/EHR,Condition,Neoplasm,,
18,25557972,https://pubmed.ncbi.nlm.nih.gov/25557972,['2015 Mar'],['American jourl of surgery'],"['BACKGROUND: In Stage III/IV head and neck squamous cell carcinoma of the head and  neck, multidiscipliry treatment is not standardized. This study evaluated  preoperative simultaneous radiation therapy and Cisplatin 20 mg/M(2)/4 days during  weeks 1, 4, and 7 of irradiation (CTRT). METHODS: Records of 143 CTRT and 48  patients treated with other surgery/radiation/chemotherapy regimens (CONTROL) were  reviewed. Chi-square, alysis of variance, and Kaplan-Meier statistical alysis  were performed. RESULTS: CTRT improved outcomes in Grade 2 to 5 toxicity (76%  CONTROL vs 45% CTRT, P < .0001), complete clinical response (68% CTRT vs 36%  CONTROL, P < .003), histologic complete response (67% in CTRT vs 28% in CONTROL, P =  .0002), recurrence (33% in CTRT vs 66% in CONTROL, P = .0007), and distant  metastases (2% CTRT vs 37% CONTROL, P = .0003); Kaplan-Meier disease-free survival  was 65% CTRT versus 34% CONTROL. CONCLUSIONS: CTRT increases complete clinical  response, histologic complete response, organ preservation, and survival, with lower  recurrence and reduced toxicity and rare recurrence. CTRT may be the first treatment  for Stage III/IV head and neck squamous cell carcinoma of the head and neck.']",['Preoperative simultaneous fractioted cisplatin and radiation therapy in the  treatment of advanced operable stage III and IV squamous cell carcinoma of the head  and neck'],neoplasm staging,4123018,neoplasm staging,case-control,EMR/EHR,Measurement,,,
19,25557972,https://pubmed.ncbi.nlm.nih.gov/25557972,['2015 Mar'],['American jourl of surgery'],"['BACKGROUND: In Stage III/IV head and neck squamous cell carcinoma of the head and  neck, multidiscipliry treatment is not standardized. This study evaluated  preoperative simultaneous radiation therapy and Cisplatin 20 mg/M(2)/4 days during  weeks 1, 4, and 7 of irradiation (CTRT). METHODS: Records of 143 CTRT and 48  patients treated with other surgery/radiation/chemotherapy regimens (CONTROL) were  reviewed. Chi-square, alysis of variance, and Kaplan-Meier statistical alysis  were performed. RESULTS: CTRT improved outcomes in Grade 2 to 5 toxicity (76%  CONTROL vs 45% CTRT, P < .0001), complete clinical response (68% CTRT vs 36%  CONTROL, P < .003), histologic complete response (67% in CTRT vs 28% in CONTROL, P =  .0002), recurrence (33% in CTRT vs 66% in CONTROL, P = .0007), and distant  metastases (2% CTRT vs 37% CONTROL, P = .0003); Kaplan-Meier disease-free survival  was 65% CTRT versus 34% CONTROL. CONCLUSIONS: CTRT increases complete clinical  response, histologic complete response, organ preservation, and survival, with lower  recurrence and reduced toxicity and rare recurrence. CTRT may be the first treatment  for Stage III/IV head and neck squamous cell carcinoma of the head and neck.']",['Preoperative simultaneous fractioted cisplatin and radiation therapy in the  treatment of advanced operable stage III and IV squamous cell carcinoma of the head  and neck'],squamous cell carcinoma of head and neck,37396745,squamous cell carcinoma of head and neck,case-control,EMR/EHR,Condition,Neoplasm,,
20,25560387,https://pubmed.ncbi.nlm.nih.gov/25560387,['2015 Mar'],['Jourl of clinical neuroscience '],"['Prolonged survival in brain metastasis patients increases recurrence rates and  places added importance on salvage therapies. Research examining carmustine polymer  wafers as an adjuvant therapy for brain metastasis is limited. We present a single  institution retrospective series documenting the use of BCNU wafers placed in the  cavity of resected recurrent brain metastases that had failed prior stereotactic  radiosurgery (SRS). Between February 2002 and April 2013, a total of 31 patients  with brain metastases failed SRS and underwent resection with intracavitary  placement of carmustine wafers. Clinical outcomes including local control, survival,  cause of death, and toxicity were determined from electronic medical records.  Kaplan-Meier alysis was performed to assess local control and survival. Imaging  features were reviewed and described for patients with serial post-operative  follow-up imaging examitions over time. Overall survival at 6 months and 12 months  was 63% and 36%, respectively. Fourteen of 31 patients (45%) died from neurologic  causes. Local control within the resection cavity was 87% and 70% at 6 and 12  months, respectively. Five patients (16%) underwent further salvage therapy  following carmustine wafer placement after local failure. Resection cavities of all  six patients with follow-up imaging showed linear peripheral enhancement. Pericavity  and wafer enhancement was present as early as the same day as surgery and persisted  in all cases to 6 months or longer. Carmustine polymer wafers are an effective  salvage treatment following resection of a brain metastasis that has failed prior  SRS. For patients with successful local control after wafer implantation, linear  enhancement at the cavity is common.']",['Tumor resection with carmustine wafer placement as salvage therapy after local  failure of radiosurgery for brain metastasis'],brain neoplasms,373724,brain neoplasms,retrospective,EMR/EHR,Condition,Neoplasm,31,
21,25560387,https://pubmed.ncbi.nlm.nih.gov/25560387,['2015 Mar'],['Jourl of clinical neuroscience '],"['Prolonged survival in brain metastasis patients increases recurrence rates and  places added importance on salvage therapies. Research examining carmustine polymer  wafers as an adjuvant therapy for brain metastasis is limited. We present a single  institution retrospective series documenting the use of BCNU wafers placed in the  cavity of resected recurrent brain metastases that had failed prior stereotactic  radiosurgery (SRS). Between February 2002 and April 2013, a total of 31 patients  with brain metastases failed SRS and underwent resection with intracavitary  placement of carmustine wafers. Clinical outcomes including local control, survival,  cause of death, and toxicity were determined from electronic medical records.  Kaplan-Meier alysis was performed to assess local control and survival. Imaging  features were reviewed and described for patients with serial post-operative  follow-up imaging examitions over time. Overall survival at 6 months and 12 months  was 63% and 36%, respectively. Fourteen of 31 patients (45%) died from neurologic  causes. Local control within the resection cavity was 87% and 70% at 6 and 12  months, respectively. Five patients (16%) underwent further salvage therapy  following carmustine wafer placement after local failure. Resection cavities of all  six patients with follow-up imaging showed linear peripheral enhancement. Pericavity  and wafer enhancement was present as early as the same day as surgery and persisted  in all cases to 6 months or longer. Carmustine polymer wafers are an effective  salvage treatment following resection of a brain metastasis that has failed prior  SRS. For patients with successful local control after wafer implantation, linear  enhancement at the cavity is common.']",['Tumor resection with carmustine wafer placement as salvage therapy after local  failure of radiosurgery for brain metastasis'],carmustine,1350066,carmustine,retrospective,EMR/EHR,Drug,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,31,
22,25560387,https://pubmed.ncbi.nlm.nih.gov/25560387,['2015 Mar'],['Jourl of clinical neuroscience '],"['Prolonged survival in brain metastasis patients increases recurrence rates and  places added importance on salvage therapies. Research examining carmustine polymer  wafers as an adjuvant therapy for brain metastasis is limited. We present a single  institution retrospective series documenting the use of BCNU wafers placed in the  cavity of resected recurrent brain metastases that had failed prior stereotactic  radiosurgery (SRS). Between February 2002 and April 2013, a total of 31 patients  with brain metastases failed SRS and underwent resection with intracavitary  placement of carmustine wafers. Clinical outcomes including local control, survival,  cause of death, and toxicity were determined from electronic medical records.  Kaplan-Meier alysis was performed to assess local control and survival. Imaging  features were reviewed and described for patients with serial post-operative  follow-up imaging examitions over time. Overall survival at 6 months and 12 months  was 63% and 36%, respectively. Fourteen of 31 patients (45%) died from neurologic  causes. Local control within the resection cavity was 87% and 70% at 6 and 12  months, respectively. Five patients (16%) underwent further salvage therapy  following carmustine wafer placement after local failure. Resection cavities of all  six patients with follow-up imaging showed linear peripheral enhancement. Pericavity  and wafer enhancement was present as early as the same day as surgery and persisted  in all cases to 6 months or longer. Carmustine polymer wafers are an effective  salvage treatment following resection of a brain metastasis that has failed prior  SRS. For patients with successful local control after wafer implantation, linear  enhancement at the cavity is common.']",['Tumor resection with carmustine wafer placement as salvage therapy after local  failure of radiosurgery for brain metastasis'],combined modality therapy,4039581,combined modality therapy,retrospective,EMR/EHR,Procedure,,31,
23,25560387,https://pubmed.ncbi.nlm.nih.gov/25560387,['2015 Mar'],['Jourl of clinical neuroscience '],"['Prolonged survival in brain metastasis patients increases recurrence rates and  places added importance on salvage therapies. Research examining carmustine polymer  wafers as an adjuvant therapy for brain metastasis is limited. We present a single  institution retrospective series documenting the use of BCNU wafers placed in the  cavity of resected recurrent brain metastases that had failed prior stereotactic  radiosurgery (SRS). Between February 2002 and April 2013, a total of 31 patients  with brain metastases failed SRS and underwent resection with intracavitary  placement of carmustine wafers. Clinical outcomes including local control, survival,  cause of death, and toxicity were determined from electronic medical records.  Kaplan-Meier alysis was performed to assess local control and survival. Imaging  features were reviewed and described for patients with serial post-operative  follow-up imaging examitions over time. Overall survival at 6 months and 12 months  was 63% and 36%, respectively. Fourteen of 31 patients (45%) died from neurologic  causes. Local control within the resection cavity was 87% and 70% at 6 and 12  months, respectively. Five patients (16%) underwent further salvage therapy  following carmustine wafer placement after local failure. Resection cavities of all  six patients with follow-up imaging showed linear peripheral enhancement. Pericavity  and wafer enhancement was present as early as the same day as surgery and persisted  in all cases to 6 months or longer. Carmustine polymer wafers are an effective  salvage treatment following resection of a brain metastasis that has failed prior  SRS. For patients with successful local control after wafer implantation, linear  enhancement at the cavity is common.']",['Tumor resection with carmustine wafer placement as salvage therapy after local  failure of radiosurgery for brain metastasis'],radiosurgery,4021989,radiosurgery,retrospective,EMR/EHR,Procedure,,31,
